Epoch,Motif,Distance
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
1,1,inf
