Epoch,Motif,Distance
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,325.7030140621063
1,0,427.8600662928535
1,0,1102.0885662621413
1,0,192.86121782468427
1,0,629.216188573443
1,0,1455.1759217973977
1,0,inf
1,0,1399.8209579204758
1,0,inf
1,0,inf
1,0,308.31627002686906
1,0,3625.678406262702
1,0,2015.872008090526
1,0,inf
1,0,538.1099578917181
1,0,1752.8716474896962
1,0,inf
1,0,3703.0794317640693
1,0,1440.2385019943583
1,0,1465.2301075484377
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,355.5531273483437
1,0,1042.8315504328227
1,0,230.25737976772862
1,0,556.7451166179454
1,0,1237.897191032602
1,0,inf
1,0,1436.671524254419
1,0,inf
1,0,inf
1,0,269.8261575041187
1,0,2339.642953821627
1,0,1806.4019527820071
1,0,inf
1,0,762.5912479021465
1,0,1404.0931184107617
1,0,inf
1,0,3561.682552356367
1,0,1127.1833199690307
1,0,1681.6560001384094
1,0,981.0119174618361
1,0,374.20221942873434
1,0,504.2790780409244
1,0,1154.4668034819351
1,0,inf
1,0,1383.4924564576402
1,0,inf
1,0,inf
1,0,388.41230481316296
1,0,2740.8378337331
1,0,1570.790602551922
1,0,inf
1,0,635.4820870096625
1,0,1383.6523674544853
1,0,inf
1,0,4240.495381562711
1,0,1352.3569871355332
1,0,1379.611984325637
1,0,591.4241071884022
1,0,730.8027833139151
1,0,1233.3160943663415
1,0,inf
1,0,1059.5100215493715
1,0,inf
1,0,inf
1,0,848.1134830690845
1,0,2774.608559004438
1,0,1406.0523134920575
1,0,inf
1,0,825.2747271697928
1,0,948.8083364130114
1,0,inf
1,0,3158.4158970389276
1,0,1063.9772231453408
1,0,1295.6141619481568
1,0,340.4326855504819
1,0,1088.3707412841445
1,0,inf
1,0,826.187892464411
1,0,inf
1,0,inf
1,0,211.52604626738457
1,0,2716.1544132187614
1,0,1400.7342471983807
1,0,inf
1,0,573.8913203373909
1,0,1130.5363260647584
1,0,inf
1,0,2921.3713624685192
1,0,1076.0034218772735
1,0,1237.158806539264
1,0,903.8701146758319
1,0,inf
1,0,851.7688637031013
1,0,inf
1,0,inf
1,0,560.360121764971
1,0,2556.786525296451
1,0,1481.6254063448569
1,0,inf
1,0,710.8772543154865
1,0,1087.0890409117753
1,0,inf
1,0,3026.754130857766
1,0,994.1128256795926
1,0,1328.0609890824503
1,0,inf
1,0,1432.7310240005934
1,0,inf
1,0,inf
1,0,1392.4665973923811
1,0,2673.4030977362618
1,0,1822.2990382872474
1,0,inf
1,0,1382.1964345354745
1,0,1333.1920182019771
1,0,inf
1,0,3101.6510986637095
1,0,1267.8986683979108
1,0,1525.1862407688975
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,1214.830870410022
1,0,2564.5731467772366
1,0,1491.7134782921148
1,0,inf
1,0,1407.9220928399538
1,0,1196.7145440925854
1,0,inf
1,0,2729.3068910438174
1,0,1144.625273814996
1,0,1318.2378095804345
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,inf
1,0,2729.3935296682525
1,0,1408.3742577403646
1,0,inf
1,0,629.6881459363933
1,0,1380.8870005524268
1,0,inf
1,0,3164.639861944886
1,0,1046.2063035743342
1,0,1465.5247603335247
1,0,2607.6944429398277
1,0,inf
1,0,3655.3641789848875
1,0,2429.6309300149283
1,0,inf
1,0,3197.64269836641
1,0,2604.171862097682
1,0,2632.397256473166
1,0,inf
1,0,1643.422653174701
1,0,1530.0419463347878
1,0,inf
1,0,3168.883080860443
1,0,1773.0302022996116
1,0,1665.4225901396794
1,0,inf
1,0,inf
1,0,inf
1,0,inf
